FD_ID	FD_length	S_Start	S_End	Score	Family_Link
90097	239	64	91	23	N_21a
90097	239	60	106	21	N_21a
90097	239	1	150	110	N_21a
90097	239	57	130	36	N_21a
90097	239	268	297	33	N_21a
90097	239	174	207	22	N_21a
90097	239	59	131	35	N_21a
90097	239	1	239	295	N_21a
90097	239	19	36	22	N_21a
90097	239	1	15	21	N_21a
90097	239	1	239	347	N_21a
90097	239	1	239	347	N_21a
90097	239	51	75	22	N_21a
90097	239	8	25	22	N_21a
90097	239	5	28	25	N_21a
90097	239	2	67	37	N_21a
90097	239	1	150	116	N_21a
90097	239	6	16	21	N_21a
90097	239	19	36	20	N_21a
90097	239	50	131	36	N_21a
90097	239	1	239	346	N_21a
90097	239	3	18	21	N_21a
90097	239	4	16	23	N_21a
90097	239	2	80	34	N_21a
90107	216	1	177	234	N_3dN
90107	216	1	150	82	N_3dN
90107	216	3	141	37	N_3dN
90107	216	5	18	22	N_3dN
90107	216	319	382	27	N_3dN
90107	216	92	221	35	N_3dN
90107	216	3	150	76	N_3dN
90107	216	1	216	291	N_3dN
90107	216	7	136	39	N_3dN
90120	271	105	128	29	N_5aa
90120	271	24	36	23	N_5aa
90120	271	1	150	138	N_5aa
90120	271	32	82	25	N_5aa
90120	271	211	231	25	N_5aa
90120	271	1	73	31	N_5aa
90120	271	60	95	22	N_5aa
90120	271	4	18	23	N_5aa
90120	271	7	73	24	N_5aa
90120	271	23	44	23	N_5aa
90120	271	1	271	463	N_5aa
90120	271	2	136	50	N_5aa
90120	271	1	246	453	N_5aa
90120	271	2	143	52	N_5aa
90120	271	4	18	27	N_5aa
90120	271	26	39	24	N_5aa
90120	271	1	150	136	N_5aa
90120	271	5	18	22	N_5aa
90120	271	93	114	23	N_5aa
90120	271	40	70	22	N_5aa
90120	271	2	135	46	N_5aa
90120	271	1	61	35	N_5aa
90120	271	1	15	27	N_5aa
90120	271	1	271	487	N_5aa
90120	271	1	271	488	N_5aa
90120	271	1	271	460	N_5aa
90120	271	4	270	357	N_5aa
90120	271	93	114	23	N_5aa
90120	271	3	18	27	N_5aa
90120	271	1	150	146	N_5aa
90120	271	22	141	37	N_5aa
90120	271	1	270	483	N_5aa
90120	271	2	135	52	N_5aa
90120	271	1	271	474	N_5aa
90120	271	1	150	146	N_5aa
90120	271	2	73	50	N_5aa
90120	271	1	271	492	N_5aa
90120	271	1	150	143	N_5aa
90120	271	3	18	25	N_5aa
90120	271	31	48	24	N_5aa
90120	271	2	136	48	N_5aa
90120	271	2	73	34	N_5aa
90120	271	166	241	25	N_5aa
90120	271	1	38	45	N_5aa
90120	271	15	38	23	N_5aa
90120	271	149	160	24	N_5aa
90120	271	93	114	23	N_5aa
90120	271	1	73	53	N_5aa
90120	271	16	41	24	N_5aa
90120	271	26	39	24	N_5aa
90120	271	2	73	48	N_5aa
90120	271	1	61	24	N_5aa
90120	271	18	45	23	N_5aa
90120	271	1	148	52	N_5aa
90120	271	301	340	35	N_5aa
90120	271	301	340	37	N_5aa
90120	271	4	18	25	N_5aa
90120	271	1	271	474	N_5aa
90120	271	1	150	142	N_5aa
90120	271	14	39	24	N_5aa
90120	271	3	17	27	N_5aa
90120	271	301	340	37	N_5aa
90120	271	1	150	139	N_5aa
90120	271	1	138	51	N_5aa
90120	271	2	136	49	N_5aa
90120	271	69	100	25	N_5aa
90120	271	24	50	20	N_5aa
90120	271	15	33	23	N_5aa
90120	271	1	150	152	N_5aa
90120	271	2	135	50	N_5aa
90120	271	1	150	145	N_5aa
90120	271	3	18	23	N_5aa
90120	271	3	18	25	N_5aa
90120	271	166	241	25	N_5aa
90120	271	22	141	35	N_5aa
90120	271	4	270	359	N_5aa
90120	271	1	271	467	N_5aa
90120	271	4	18	25	N_5aa
90120	271	9	39	26	N_5aa
90120	271	1	150	152	N_5aa
90120	271	3	17	27	N_5aa
90120	271	237	266	23	N_5aa
90120	271	2	73	56	N_5aa
90120	271	3	17	27	N_5aa
90120	271	1	150	138	N_5aa
90120	271	1	150	151	N_5aa
90120	271	1	138	60	N_5aa
90120	271	1	38	45	N_5aa
90120	271	27	45	23	N_5aa
90120	271	11	57	24	N_5aa
90120	271	58	100	25	N_5aa
90120	271	63	81	23	N_5aa
90120	271	26	39	24	N_5aa
90120	271	4	270	359	N_5aa
90120	271	166	241	25	N_5aa
90120	271	1	150	144	N_5aa
90120	271	1	141	53	N_5aa
90120	271	102	156	23	N_5aa
90120	271	22	141	35	N_5aa
90120	271	4	18	25	N_5aa
90120	271	3	46	22	N_5aa
90120	271	1	38	45	N_5aa
90120	271	1	59	25	N_5aa
90120	271	1	59	37	N_5aa
90120	271	1	60	27	N_5aa
90120	271	21	41	24	N_5aa
90120	271	2	73	39	N_5aa
90120	271	1	38	23	N_5aa
90120	271	1	73	33	N_5aa
90120	271	2	61	44	N_5aa
90120	271	1	150	139	N_5aa
90120	271	1	57	31	N_5aa
90120	271	1	271	438	N_5aa
90120	271	1	150	136	N_5aa
90120	271	4	18	28	N_5aa
90120	271	1	271	485	N_5aa
90120	271	2	136	46	N_5aa
90121	358	14	34	21	N_5ab1
90121	358	1	35	43	N_5ab1
90121	358	16	70	21	N_5ab1
90121	358	1	150	118	N_5ab1
90121	358	26	38	24	N_5ab1
90121	358	1	358	612	N_5ab1
90121	358	1	72	31	N_5ab1
90121	358	63	81	23	N_5ab1
90121	358	26	38	26	N_5ab1
90121	358	1	61	34	N_5ab1
90121	358	1	50	38	N_5ab1
90121	358	6	16	22	N_5ab1
90121	358	9	150	114	N_5ab1
90121	358	20	70	26	N_5ab1
90121	358	4	43	22	N_5ab1
90121	358	1	59	29	N_5ab1
90121	358	1	358	594	N_5ab1
90121	358	302	340	37	N_5ab1
90122	358	1	73	39	N_5ab2
90122	358	82	98	26	N_5ab2
90122	358	7	103	38	N_5ab2
90122	358	1	358	568	N_5ab2
90122	358	1017	1047	29	N_5ab2
90122	358	2	73	36	N_5ab2
90122	358	46	80	24	N_5ab2
90122	358	1	147	33	N_5ab2
90122	358	117	155	24	N_5ab2
90122	358	1	150	134	N_5ab2
90122	358	1	358	565	N_5ab2
90122	358	39	56	21	N_5ab2
90122	358	1	148	121	N_5ab2
90123	195	2	18	30	N_5ac
90123	195	1	20	24	N_5ac
90123	195	26	34	21	N_5ac
90123	195	33	50	21	N_5ac
90123	195	1	150	106	N_5ac
90123	195	148	176	24	N_5ac
90123	195	5	16	30	N_5ac
90123	195	3	16	30	N_5ac
90123	195	5	138	57	N_5ac
90123	195	2	18	22	N_5ac
90123	195	13	150	86	N_5ac
90123	195	1	150	126	N_5ac
90123	195	303	339	30	N_5ac
90123	195	8	20	21	N_5ac
90123	195	13	25	21	N_5ac
90123	195	9	43	36	N_5ac
90123	195	141	173	23	N_5ac
90123	195	2	31	37	N_5ac
90123	195	19	34	22	N_5ac
90123	195	54	100	24	N_5ac
90123	195	28	39	22	N_5ac
90123	195	33	57	20	N_5ac
90123	195	7	125	39	N_5ac
90123	195	1	194	136	N_5ac
90123	195	12	22	22	N_5ac
90123	195	218	231	22	N_5ac
90123	195	1	150	107	N_5ac
90123	195	96	107	22	N_5ac
90123	195	54	79	26	N_5ac
90123	195	21	39	22	N_5ac
90123	195	1	195	205	N_5ac
90123	195	302	342	32	N_5ac
90123	195	28	39	22	N_5ac
90123	195	50	67	22	N_5ac
90123	195	17	43	21	N_5ac
90123	195	13	23	19	N_5ac
90123	195	9	195	236	N_5ac
90123	195	3	194	173	N_5ac
90123	195	82	144	33	N_5ac
90123	195	91	106	21	N_5ac
90123	195	106	142	26	N_5ac
90123	195	11	36	21	N_5ac
90123	195	28	48	24	N_5ac
90123	195	14	43	43	N_5ac
90123	195	302	342	33	N_5ac
90123	195	13	150	82	N_5ac
90123	195	23	48	24	N_5ac
90123	195	7	140	54	N_5ac
90123	195	1	192	145	N_5ac
90123	195	2	30	34	N_5ac
90123	195	86	98	21	N_5ac
90123	195	218	231	21	N_5ac
90123	195	16	107	22	N_5ac
90123	195	3	16	24	N_5ac
90123	195	95	191	64	N_5ac
90124	220	46	217	189	N_6aa
90124	220	42	147	67	N_6aa
90124	220	27	136	27	N_6aa
90124	220	42	147	67	N_6aa
90124	220	46	217	189	N_6aa
90124	220	47	67	24	N_6aa
90124	220	189	252	27	N_6aa
90124	220	47	67	24	N_6aa
90124	220	5	24	21	N_6aa
90124	220	189	252	27	N_6aa
90124	220	10	36	21	N_6aa
90124	220	5	24	21	N_6aa
90124	220	1	269	50	N_6aa
90124	220	10	36	21	N_6aa
90124	220	1	148	50	N_6aa
90124	220	1	150	144	N_6aa
90124	220	27	136	27	N_6aa
90124	220	4	218	325	N_6aa
90124	220	264	290	23	N_6aa
90132	212	1	150	106	N_7ar
90132	212	83	93	23	N_7ar
90132	212	4	212	285	N_7ar
90132	212	1	150	119	N_7ar
90132	212	1	211	259	N_7ar
90132	212	1	150	121	N_7ar
90132	212	1	211	260	N_7ar
90132	212	1	207	259	N_7ar
90132	212	3	18	30	N_7ar
90132	212	4	17	28	N_7ar
90132	212	301	340	35	N_7ar
90132	212	301	340	38	N_7ar
90132	212	1	150	132	N_7ar
90132	212	16	31	23	N_7ar
90132	212	1	128	45	N_7ar
90132	212	2	148	47	N_7ar
90132	212	6	148	50	N_7ar
90132	212	4	212	285	N_7ar
90132	212	2	212	290	N_7ar
90132	212	6	19	26	N_7ar
90132	212	2	63	41	N_7ar
90132	212	3	128	35	N_7ar
90132	212	26	39	27	N_7ar
90132	212	126	201	28	N_7ar
90132	212	4	17	27	N_7ar
90132	212	1	148	32	N_7ar
90132	212	3	18	27	N_7ar
90132	212	50	122	30	N_7ar
90132	212	1	150	106	N_7ar
90132	212	1	150	94	N_7ar
90132	212	1	212	235	N_7ar
90132	212	1	150	132	N_7ar
90132	212	1	150	106	N_7ar
90132	212	28	39	21	N_7ar
90132	212	15	30	21	N_7ar
90132	212	6	16	24	N_7ar
90132	212	33	66	22	N_7ar
90132	212	2	148	47	N_7ar
90132	212	126	167	25	N_7ar
90132	212	1	147	108	N_7ar
90132	212	80	94	27	N_7ar
90132	212	3	17	27	N_7ar
90132	212	1	212	292	N_7ar
90132	212	153	205	28	N_7ar
90132	212	6	16	24	N_7ar
90132	212	1	150	126	N_7ar
90132	212	2	212	271	N_7ar
90132	212	2	103	45	N_7ar
90132	212	43	67	22	N_7ar
90132	212	1	212	266	N_7ar
90132	212	1	16	27	N_7ar
90132	212	144	169	20	N_7ar
90132	212	30	45	21	N_7ar
90132	212	4	212	266	N_7ar
90132	212	37	50	23	N_7ar
90132	212	1	147	108	N_7ar
90132	212	105	143	29	N_7ar
90132	212	1	16	27	N_7ar
90132	212	2	143	51	N_7ar
90132	212	9	41	30	N_7ar
90132	212	61	113	28	N_7ar
90132	212	44	70	20	N_7ar
90132	212	59	101	23	N_7ar
90132	212	4	17	26	N_7ar
90132	212	1	211	263	N_7ar
90132	212	330	366	29	N_7ar
90132	212	1	150	118	N_7ar
90132	212	1	150	107	N_7ar
90132	212	6	20	29	N_7ar
90132	212	1	212	268	N_7ar
90132	212	3	17	27	N_7ar
90132	212	2	143	52	N_7ar
90132	212	2	128	41	N_7ar
90132	212	2	144	42	N_7ar
90132	212	2	147	40	N_7ar
90132	212	135	157	24	N_7ar
90132	212	79	94	23	N_7ar
90132	212	7	56	31	N_7ar
90132	212	87	97	24	N_7ar
90132	212	81	111	28	N_7ar
90132	212	3	14	24	N_7ar
90132	212	2	63	47	N_7ar
90132	212	2	144	50	N_7ar
90132	212	1	150	129	N_7ar
90132	212	26	39	23	N_7ar
90132	212	26	44	25	N_7ar
90132	212	1	150	110	N_7ar
90132	212	2	129	48	N_7ar
90132	212	76	94	23	N_7ar
90132	212	1	150	119	N_7ar
90132	212	6	17	28	N_7ar
90132	212	1	212	310	N_7ar
90132	212	87	97	22	N_7ar
90132	212	16	31	22	N_7ar
90132	212	301	340	35	N_7ar
90132	212	26	39	22	N_7ar
90132	212	2	211	258	N_7ar
90132	212	80	94	27	N_7ar
90132	212	1	212	299	N_7ar
90133	210	1	13	24	N_7a
90133	210	17	32	21	N_7a
90133	210	1	148	91	N_7a
90133	210	5	208	158	N_7a
90133	210	2	148	43	N_7a
90134	214	1	211	246	N_7a
90134	214	4	18	26	N_7a
90134	214	1	136	42	N_7a
90134	214	1	133	45	N_7a
90134	214	1	148	132	N_7a
90134	214	3	18	30	N_7a
90134	214	1	214	264	N_7a
90134	214	303	344	38	N_7a
90134	214	65	160	27	N_7a
90134	214	85	153	31	N_7a
90134	214	1	150	126	N_7a
90134	214	1	63	38	N_7a
90134	214	317	326	24	N_7a
90134	214	87	105	22	N_7a
90134	214	196	202	21	N_7a
90134	214	6	17	30	N_7a
90134	214	6	17	26	N_7a
90134	214	1	136	49	N_7a
90134	214	10	36	21	N_7a
90134	214	62	96	29	N_7a
90134	214	1	84	34	N_7a
90134	214	1	120	42	N_7a
90134	214	1	133	45	N_7a
90134	214	66	79	21	N_7a
90134	214	14	48	21	N_7a
90134	214	1	150	118	N_7a
90134	214	1	131	55	N_7a
90134	214	2	136	42	N_7a
90134	214	5	23	29	N_7a
90134	214	3	18	32	N_7a
90134	214	1	150	130	N_7a
90134	214	3	83	46	N_7a
90134	214	2	43	22	N_7a
90134	214	1	150	115	N_7a
90134	214	196	202	21	N_7a
90134	214	1	214	244	N_7a
90134	214	4	22	19	N_7a
90134	214	1	214	271	N_7a
90134	214	1	148	108	N_7a
90134	214	87	97	25	N_7a
90134	214	2	135	50	N_7a
90134	214	6	33	21	N_7a
90134	214	3	18	28	N_7a
90134	214	2	122	39	N_7a
90134	214	164	211	28	N_7a
90134	214	4	148	103	N_7a
90134	214	31	80	29	N_7a
90134	214	2	128	38	N_7a
90134	214	27	39	22	N_7a
90134	214	1	214	244	N_7a
90134	214	59	80	22	N_7a
90134	214	3	18	32	N_7a
90134	214	147	159	22	N_7a
90134	214	26	45	20	N_7a
90134	214	31	66	30	N_7a
90134	214	1	133	45	N_7a
90134	214	1	120	43	N_7a
90134	214	2	131	38	N_7a
90134	214	3	209	215	N_7a
90134	214	64	126	29	N_7a
90134	214	1	148	132	N_7a
90134	214	16	38	23	N_7a
90134	214	53	79	29	N_7a
90134	214	53	79	28	N_7a
90134	214	87	98	23	N_7a
90134	214	87	97	24	N_7a
90134	214	1	150	142	N_7a
90134	214	1	214	244	N_7a
90134	214	56	78	25	N_7a
90134	214	1	214	258	N_7a
90134	214	255	333	27	N_7a
90134	214	26	39	25	N_7a
90134	214	1	131	44	N_7a
90134	214	1	63	42	N_7a
90134	214	1	213	256	N_7a
90134	214	2	208	234	N_7a
90134	214	21	31	20	N_7a
90134	214	197	224	21	N_7a
90134	214	87	98	22	N_7a
90134	214	4	22	19	N_7a
90134	214	17	43	23	N_7a
90134	214	14	37	23	N_7a
90134	214	87	97	22	N_7a
90134	214	6	150	128	N_7a
90134	214	1	212	267	N_7a
90134	214	2	133	40	N_7a
90134	214	3	150	110	N_7a
90134	214	1	150	130	N_7a
90134	214	1	17	31	N_7a
90134	214	6	16	25	N_7a
90134	214	6	18	29	N_7a
90134	214	1	120	42	N_7a
90134	214	1	17	31	N_7a
90134	214	91	111	22	N_7a
90134	214	76	93	21	N_7a
90134	214	2	19	20	N_7a
90134	214	1	120	42	N_7a
90134	214	53	79	30	N_7a
90134	214	1	128	53	N_7a
90134	214	96	118	23	N_7a
90134	214	1	214	224	N_7a
90134	214	87	98	23	N_7a
90134	214	303	344	34	N_7a
90134	214	1	150	130	N_7a
90134	214	303	344	38	N_7a
90134	214	26	39	21	N_7a
90134	214	53	79	28	N_7a
90134	214	2	43	22	N_7a
90134	214	51	81	22	N_7a
90134	214	1	214	238	N_7a
90134	214	1	214	250	N_7a
90134	214	57	82	23	N_7a
90134	214	4	128	57	N_7a
90134	214	14	52	22	N_7a
90134	214	6	17	27	N_7a
90134	214	2	120	45	N_7a
90134	214	6	17	27	N_7a
90134	214	6	17	26	N_7a
90134	214	2	125	42	N_7a
90134	214	2	136	43	N_7a
90134	214	1	214	253	N_7a
90134	214	1	41	22	N_7a
90134	214	1	148	139	N_7a
90134	214	37	96	31	N_7a
90134	214	6	211	241	N_7a
90134	214	12	55	23	N_7a
90134	214	1	214	249	N_7a
90134	214	1	148	105	N_7a
90134	214	1	150	127	N_7a
90134	214	87	97	24	N_7a
90134	214	2	212	251	N_7a
90134	214	641	722	33	N_7a
90134	214	1	214	273	N_7a
90134	214	3	18	31	N_7a
90134	214	1	214	266	N_7a
90134	214	79	93	22	N_7a
90134	214	1	214	264	N_7a
90134	214	1	139	39	N_7a
90134	214	61	80	22	N_7a
90134	214	1	214	254	N_7a
90134	214	1	125	36	N_7a
90134	214	76	117	28	N_7a
90134	214	53	79	27	N_7a
90134	214	2	82	40	N_7a
90134	214	53	79	28	N_7a
90134	214	1	214	247	N_7a
90134	214	254	297	25	N_7a
90134	214	1	213	254	N_7a
90134	214	2	131	39	N_7a
90134	214	1	150	142	N_7a
90134	214	62	74	23	N_7a
90134	214	31	96	27	N_7a
90134	214	1	150	118	N_7a
90134	214	154	168	24	N_7a
90134	214	6	16	25	N_7a
90134	214	6	40	26	N_7a
90134	214	2	208	239	N_7a
90134	214	178	229	24	N_7a
90134	214	1	18	30	N_7a
90134	214	91	111	22	N_7a
90134	214	4	150	125	N_7a
90134	214	3	18	33	N_7a
90134	214	6	18	25	N_7a
90134	214	10	59	25	N_7a
90134	214	1	125	43	N_7a
90134	214	53	73	26	N_7a
90134	214	6	18	26	N_7a
90134	214	84	111	26	N_7a
90134	214	1	135	44	N_7a
90134	214	1	148	112	N_7a
90134	214	303	340	37	N_7a
90134	214	641	722	33	N_7a
90134	214	138	156	21	N_7a
90134	214	26	39	21	N_7a
90134	214	1	149	137	N_7a
90134	214	1	148	131	N_7a
90134	214	1	150	135	N_7a
90134	214	1	148	88	N_7a
90134	214	1	63	37	N_7a
90134	214	1	148	130	N_7a
90134	214	1	212	261	N_7a
90134	214	228	308	30	N_7a
90134	214	1	150	138	N_7a
90134	214	1	149	135	N_7a
90134	214	56	117	23	N_7a
90134	214	254	297	27	N_7a
90134	214	10	27	22	N_7a
90134	214	87	98	22	N_7a
90134	214	216	233	22	N_7a
90134	214	1	214	256	N_7a
90134	214	213	240	22	N_7a
90134	214	1	25	25	N_7a
90134	214	84	111	24	N_7a
90134	214	4	131	43	N_7a
90134	214	40	68	21	N_7a
90134	214	1	150	105	N_7a
90134	214	253	273	21	N_7a
90134	214	213	240	23	N_7a
90134	214	1	214	248	N_7a
90134	214	120	148	29	N_7a
90134	214	301	340	33	N_7a
90134	214	1	212	246	N_7a
90134	214	10	52	22	N_7a
90134	214	52	79	28	N_7a
90134	214	1	148	126	N_7a
90134	214	1	214	227	N_7a
90134	214	1	148	137	N_7a
90134	214	303	344	39	N_7a
90134	214	1	149	130	N_7a
90134	214	1	150	119	N_7a
90134	214	1	32	24	N_7a
90134	214	428	522	37	N_7a
90134	214	2	134	45	N_7a
90134	214	1	214	234	N_7a
90134	214	1	214	211	N_7a
90134	214	42	58	23	N_7a
90134	214	97	112	21	N_7a
90134	214	1	18	30	N_7a
90134	214	6	16	28	N_7a
90134	214	1	63	38	N_7a
90134	214	76	93	22	N_7a
90134	214	3	18	30	N_7a
90134	214	1	214	275	N_7a
90134	214	1	214	260	N_7a
90134	214	1	150	108	N_7a
90134	214	17	39	25	N_7a
90134	214	25	47	21	N_7a
90134	214	1	105	33	N_7a
90134	214	4	23	22	N_7a
90134	214	2	130	44	N_7a
90134	214	80	96	23	N_7a
90134	214	1	131	44	N_7a
90134	214	10	214	235	N_7a
90134	214	71	108	23	N_7a
90134	214	16	31	21	N_7a
90134	214	4	150	126	N_7a
90134	214	1	150	113	N_7a
90134	214	213	302	24	N_7a
90134	214	1	212	238	N_7a
90134	214	28	76	21	N_7a
90134	214	34	51	26	N_7a
90134	214	117	177	23	N_7a
90134	214	1	149	101	N_7a
90134	214	1	64	30	N_7a
90134	214	174	231	28	N_7a
90134	214	51	80	21	N_7a
90134	214	8	60	26	N_7a
90134	214	1	148	106	N_7a
90134	214	87	98	21	N_7a
90134	214	1	214	220	N_7a
90134	214	1	63	40	N_7a
90134	214	79	93	23	N_7a
90134	214	1	124	38	N_7a
90134	214	9	131	45	N_7a
90134	214	34	83	28	N_7a
90134	214	87	98	23	N_7a
90134	214	44	68	23	N_7a
90134	214	1	214	264	N_7a
90134	214	2	84	29	N_7a
90134	214	1	214	285	N_7a
90134	214	64	89	29	N_7a
90134	214	1	148	116	N_7a
90134	214	89	125	21	N_7a
90134	214	2	150	135	N_7a
90134	214	2	124	40	N_7a
90134	214	6	57	24	N_7a
90135	213	1	211	249	N_7a
90135	213	32	47	21	N_7a
90135	213	1	82	33	N_7a
90135	213	301	339	34	N_7a
90135	213	6	17	31	N_7a
90135	213	1	124	42	N_7a
90135	213	1	138	43	N_7a
90135	213	5	16	24	N_7a
90135	213	6	18	30	N_7a
90135	213	6	17	26	N_7a
90135	213	21	38	23	N_7a
90135	213	7	32	23	N_7a
90135	213	1	147	50	N_7a
90135	213	3	22	21	N_7a
90135	213	1	130	38	N_7a
90135	213	76	94	23	N_7a
90135	213	2	130	42	N_7a
90135	213	44	81	27	N_7a
90135	213	2	74	23	N_7a
90135	213	92	106	21	N_7a
90135	213	301	339	30	N_7a
90135	213	1	149	137	N_7a
90135	213	47	96	29	N_7a
90135	213	1	130	62	N_7a
90135	213	2	213	208	N_7a
90135	213	6	16	28	N_7a
90135	213	1	213	296	N_7a
90135	213	1	213	256	N_7a
90135	213	19	55	26	N_7a
90135	213	17	35	21	N_7a
90135	213	1	144	37	N_7a
90135	213	26	39	23	N_7a
90135	213	1	213	250	N_7a
90135	213	69	109	29	N_7a
90135	213	87	97	23	N_7a
90135	213	1	150	136	N_7a
90135	213	1	213	278	N_7a
90135	213	87	98	24	N_7a
90135	213	1	123	30	N_7a
90135	213	297	339	29	N_7a
90135	213	3	18	25	N_7a
90135	213	28	47	21	N_7a
90135	213	1	149	142	N_7a
90135	213	10	42	25	N_7a
90135	213	2	213	245	N_7a
90135	213	3	18	29	N_7a
90135	213	87	97	24	N_7a
90135	213	52	77	30	N_7a
90135	213	6	16	23	N_7a
90135	213	3	18	28	N_7a
90135	213	301	339	32	N_7a
90135	213	1	149	121	N_7a
90135	213	50	82	33	N_7a
90135	213	5	17	23	N_7a
90135	213	47	95	25	N_7a
90135	213	3	150	117	N_7a
90135	213	4	22	24	N_7a
90135	213	1	150	128	N_7a
90135	213	1	149	144	N_7a
90135	213	137	168	24	N_7a
90135	213	1	13	22	N_7a
90135	213	24	67	29	N_7a
90135	213	99	112	23	N_7a
90135	213	3	18	28	N_7a
90135	213	3	213	231	N_7a
90135	213	147	166	23	N_7a
90135	213	30	60	22	N_7a
90135	213	301	339	39	N_7a
90135	213	6	17	31	N_7a
90135	213	3	213	266	N_7a
90135	213	1	24	21	N_7a
90135	213	2	124	45	N_7a
90135	213	31	49	24	N_7a
90135	213	1	150	123	N_7a
90135	213	301	339	35	N_7a
90135	213	6	16	30	N_7a
90135	213	1	149	143	N_7a
90135	213	40	69	21	N_7a
90135	213	2	210	265	N_7a
90135	213	4	213	227	N_7a
90135	213	3	27	28	N_7a
90135	213	95	152	32	N_7a
90135	213	46	71	28	N_7a
90135	213	41	63	27	N_7a
90135	213	1	28	27	N_7a
90135	213	1	150	133	N_7a
90135	213	1	150	136	N_7a
90135	213	3	21	27	N_7a
90135	213	3	21	28	N_7a
90135	213	238	260	23	N_7a
90135	213	27	39	22	N_7a
90135	213	3	17	34	N_7a
90135	213	1	147	32	N_7a
90135	213	39	130	33	N_7a
90135	213	21	50	24	N_7a
90135	213	1	150	135	N_7a
90135	213	87	97	24	N_7a
90135	213	1	148	44	N_7a
90135	213	1	82	49	N_7a
90135	213	53	66	25	N_7a
90135	213	17	51	22	N_7a
90135	213	6	16	28	N_7a
90135	213	6	16	23	N_7a
90135	213	1	150	132	N_7a
90135	213	1	213	280	N_7a
90135	213	26	39	23	N_7a
90135	213	1	213	276	N_7a
90135	213	103	137	23	N_7a
90135	213	1	150	140	N_7a
90135	213	2	67	35	N_7a
90135	213	2	213	275	N_7a
90135	213	380	418	25	N_7a
90135	213	1	150	106	N_7a
90135	213	6	17	26	N_7a
90135	213	1	210	231	N_7a
90135	213	76	98	26	N_7a
90135	213	3	138	49	N_7a
90135	213	1	148	53	N_7a
90135	213	3	18	32	N_7a
90135	213	1	136	48	N_7a
90135	213	2	213	297	N_7a
90135	213	6	17	27	N_7a
90135	213	21	47	24	N_7a
90135	213	2	213	257	N_7a
90135	213	2	148	41	N_7a
90135	213	7	147	37	N_7a
90135	213	51	79	27	N_7a
90135	213	36	68	22	N_7a
90135	213	11	40	22	N_7a
90135	213	2	147	32	N_7a
90135	213	1	145	43	N_7a
90135	213	1	16	28	N_7a
90135	213	1	149	143	N_7a
90135	213	1	150	119	N_7a
90135	213	93	108	23	N_7a
90135	213	1	213	263	N_7a
90135	213	38	75	21	N_7a
90135	213	53	79	26	N_7a
90135	213	1	80	28	N_7a
90135	213	3	18	25	N_7a
90135	213	66	92	24	N_7a
90135	213	1	82	37	N_7a
90135	213	1	150	118	N_7a
90135	213	72	84	21	N_7a
90135	213	1	138	40	N_7a
90135	213	1	147	43	N_7a
90135	213	1	82	47	N_7a
90135	213	61	103	27	N_7a
90135	213	1	82	39	N_7a
90135	213	4	16	30	N_7a
90135	213	1	57	32	N_7a
90135	213	6	16	23	N_7a
90135	213	1	150	130	N_7a
90135	213	1	149	146	N_7a
90135	213	14	24	21	N_7a
90135	213	5	213	241	N_7a
90135	213	1	17	26	N_7a
90135	213	1	150	126	N_7a
90135	213	18	30	21	N_7a
90135	213	76	91	24	N_7a
90135	213	208	251	25	N_7a
90135	213	2	83	32	N_7a
90135	213	3	18	26	N_7a
90135	213	1	145	39	N_7a
90135	213	52	73	21	N_7a
90135	213	1	150	128	N_7a
90135	213	1	150	122	N_7a
90135	213	1	18	27	N_7a
90135	213	1	150	123	N_7a
90135	213	3	213	266	N_7a
90135	213	2	135	50	N_7a
90135	213	1	213	295	N_7a
90135	213	9	46	24	N_7a
90135	213	114	153	23	N_7a
90135	213	3	18	29	N_7a
90135	213	1	213	249	N_7a
90135	213	191	228	25	N_7a
90135	213	1	213	248	N_7a
90135	213	1	73	44	N_7a
90135	213	52	70	27	N_7a
90135	213	6	18	32	N_7a
90135	213	6	16	30	N_7a
90135	213	6	18	28	N_7a
90135	213	3	150	120	N_7a
90135	213	1	212	207	N_7a
90135	213	1	149	137	N_7a
90135	213	1	13	22	N_7a
90135	213	1	138	56	N_7a
90135	213	215	250	23	N_7a
90135	213	1	213	266	N_7a
90135	213	1	150	126	N_7a
90135	213	301	339	31	N_7a
90135	213	622	672	29	N_7a
90135	213	1	150	106	N_7a
90135	213	61	73	20	N_7a
90135	213	49	74	22	N_7a
90135	213	1	149	138	N_7a
90135	213	99	112	23	N_7a
90135	213	1	150	130	N_7a
90135	213	67	77	21	N_7a
90135	213	36	92	33	N_7a
90135	213	34	213	234	N_7a
90135	213	52	77	27	N_7a
90135	213	178	260	24	N_7a
90135	213	6	16	25	N_7a
90135	213	3	17	25	N_7a
90135	213	3	38	26	N_7a
90135	213	95	153	31	N_7a
90135	213	67	78	22	N_7a
90135	213	26	39	26	N_7a
90135	213	3	18	32	N_7a
90135	213	1	213	233	N_7a
90135	213	6	17	25	N_7a
90135	213	18	37	22	N_7a
90135	213	1	135	43	N_7a
90135	213	2	14	23	N_7a
90135	213	1	150	116	N_7a
90135	213	95	153	29	N_7a
90135	213	300	339	34	N_7a
90135	213	1	138	37	N_7a
90135	213	1	69	28	N_7a
90135	213	5	150	130	N_7a
90135	213	6	17	25	N_7a
90135	213	1	213	226	N_7a
90135	213	1	147	57	N_7a
